-1.7490e-01 0.0000e+00
-1.7468e-01 6.0279e-12
-1.7422e-01 -1.8026e-11
-1.7400e-01 -4.3506e-11
-1.7354e-01 1.1204e-11
-1.7332e-01 8.1674e-11
-1.7286e-01 1.2064e-10
-1.7263e-01 9.5157e-11
-1.7218e-01 4.9626e-11
-1.7195e-01 7.4267e-11
-1.7150e-01 1.3471e-10
-1.7127e-01 1.9945e-10
-1.7082e-01 2.4700e-10
-1.7059e-01 2.9169e-10
-1.7014e-01 3.2350e-10
-1.6991e-01 3.5960e-10
-1.6946e-01 3.9427e-10
-1.6923e-01 4.4327e-10
-1.6878e-01 4.2352e-10
-1.6855e-01 4.0233e-10
-1.6810e-01 3.9690e-10
-1.6787e-01 4.0435e-10
-1.6742e-01 4.3758e-10
-1.6719e-01 5.0089e-10
-1.6674e-01 6.0000e-10
-1.6651e-01 6.8479e-10
-1.6606e-01 6.9942e-10
-1.6583e-01 6.9828e-10
-1.6538e-01 7.1146e-10
-1.6515e-01 7.2608e-10
-1.6469e-01 7.4499e-10
-1.6447e-01 7.8253e-10
-1.6401e-01 8.1720e-10
-1.6379e-01 8.3038e-10
-1.6333e-01 8.2495e-10
-1.6311e-01 8.1380e-10
-1.6265e-01 8.4560e-10
-1.6243e-01 8.6738e-10
-1.6197e-01 8.5478e-10
-1.6175e-01 8.3503e-10
-1.6129e-01 8.4679e-10
-1.6107e-01 9.4877e-10
-1.6061e-01 9.9203e-10
-1.6038e-01 1.0253e-09
-1.5993e-01 9.9835e-10
-1.5970e-01 9.6427e-10
-1.5925e-01 9.3449e-10
-1.5902e-01 9.5913e-10
-1.5857e-01 1.0124e-09
-1.5834e-01 1.0113e-09
-1.5789e-01 9.7720e-10
-1.5766e-01 9.4886e-10
-1.5721e-01 9.3484e-10
-1.5698e-01 9.2081e-10
-1.5653e-01 9.4116e-10
-1.5630e-01 9.6438e-10
-1.5585e-01 9.4605e-10
-1.5562e-01 9.0769e-10
-1.5517e-01 9.2518e-10
-1.5494e-01 9.8992e-10
-1.5449e-01 1.0418e-09
-1.5426e-01 1.0779e-09
-1.5381e-01 1.0567e-09
-1.5358e-01 1.0240e-09
-1.5313e-01 1.0157e-09
-1.5290e-01 1.0676e-09
-1.5244e-01 1.1094e-09
-1.5222e-01 1.1412e-09
-1.5176e-01 1.1000e-09
-1.5154e-01 1.0588e-09
-1.5108e-01 1.0347e-09
-1.5086e-01 1.0164e-09
-1.5040e-01 1.0554e-09
-1.5018e-01 1.1129e-09
-1.4972e-01 1.1791e-09
-1.4950e-01 1.1851e-09
-1.4904e-01 1.1597e-09
-1.4882e-01 1.1370e-09
-1.4836e-01 1.1402e-09
-1.4813e-01 1.1620e-09
-1.4768e-01 1.1838e-09
-1.4745e-01 1.1597e-09
-1.4700e-01 1.0941e-09
-1.4677e-01 1.0242e-09
-1.4632e-01 1.0088e-09
-1.4609e-01 9.9619e-10
-1.4564e-01 9.4207e-10
-1.4541e-01 8.8652e-10
-1.4496e-01 8.4529e-10
-1.4473e-01 7.9833e-10
-1.4428e-01 7.3992e-10
-1.4405e-01 6.8437e-10
-1.4360e-01 6.5316e-10
-1.4337e-01 6.2051e-10
-1.4292e-01 5.6639e-10
-1.4269e-01 4.9938e-10
-1.4224e-01 4.2665e-10
-1.4201e-01 3.6966e-10
-1.4156e-01 3.2413e-10
-1.4133e-01 3.0007e-10
-1.4088e-01 3.0037e-10
-1.4065e-01 3.1786e-10
-1.4019e-01 2.6087e-10
-1.3997e-01 1.8956e-10
-1.3951e-01 1.3830e-10
-1.3929e-01 9.2768e-11
-1.3883e-01 6.1559e-11
-1.3861e-01 2.8911e-11
-1.3815e-01 -2.3774e-11
-1.3793e-01 -1.0224e-10
-1.3747e-01 -1.8787e-10
-1.3725e-01 -2.3769e-10
-1.3679e-01 -2.4456e-10
-1.3657e-01 -2.4856e-10
-1.3611e-01 -3.2560e-10
-1.3588e-01 -4.0407e-10
-1.3543e-01 -4.4101e-10
-1.3520e-01 -4.7794e-10
-1.3475e-01 -5.0486e-10
-1.3452e-01 -5.3034e-10
-1.3407e-01 -6.1167e-10
-1.3384e-01 -6.9444e-10
-1.3339e-01 -7.4283e-10
-1.3316e-01 -7.6402e-10
-1.3271e-01 -7.7662e-10
-1.3248e-01 -7.9064e-10
-1.3203e-01 -8.5909e-10
-1.3180e-01 -9.2323e-10
-1.3135e-01 -9.6732e-10
-1.3112e-01 -9.8994e-10
-1.3067e-01 -9.7389e-10
-1.3044e-01 -9.5641e-10
-1.2999e-01 -9.5897e-10
-1.2976e-01 -9.6011e-10
-1.2931e-01 -9.4979e-10
-1.2908e-01 -9.5380e-10
-1.2863e-01 -9.8501e-10
-1.2840e-01 -9.8901e-10
-1.2794e-01 -9.5864e-10
-1.2772e-01 -9.4402e-10
-1.2726e-01 -8.9503e-10
-1.2704e-01 -8.4032e-10
-1.2658e-01 -8.0564e-10
-1.2636e-01 -8.0248e-10
-1.2590e-01 -8.2367e-10
-1.2568e-01 -8.4629e-10
-1.2522e-01 -8.6604e-10
-1.2500e-01 -8.8723e-10
-1.2454e-01 -8.8550e-10
-1.2432e-01 -8.8234e-10
-1.2386e-01 -8.5770e-10
-1.2363e-01 -8.3019e-10
-1.2318e-01 -7.9123e-10
-1.2295e-01 -7.5513e-10
-1.2250e-01 -7.6200e-10
-1.2227e-01 -7.6887e-10
-1.2182e-01 -7.5282e-10
-1.2159e-01 -7.2674e-10
-1.2114e-01 -6.9064e-10
-1.2091e-01 -6.3450e-10
-1.2046e-01 -6.2704e-10
-1.2023e-01 -6.4679e-10
-1.1978e-01 -6.7085e-10
-1.1955e-01 -6.8345e-10
-1.1910e-01 -6.7599e-10
-1.1887e-01 -6.6996e-10
-1.1842e-01 -6.6251e-10
-1.1819e-01 -6.7224e-10
-1.1774e-01 -6.7767e-10
-1.1751e-01 -6.8024e-10
-1.1706e-01 -6.7707e-10
-1.1683e-01 -6.7391e-10
-1.1638e-01 -6.7648e-10
-1.1615e-01 -6.7904e-10
-1.1569e-01 -6.6442e-10
-1.1547e-01 -6.5553e-10
-1.1501e-01 -6.6382e-10
-1.1479e-01 -6.9503e-10
